kappa,Omega_real,Omega_imag,theta_deg,frequency_hz,linewidth_hz,Q
0.199607248168951,0.894228513696495,0.000130614971840728,12.89806938044,180855.226417483,52.8330285692177,3423.14705999753
0.201598319597523,0.894297172146838,0.00013535141860624,13.0279616633254,180869.112397847,54.7488949033163,3303.61211339978
0.203589391026094,0.894364921838299,0.000140105481075207,13.1579157686894,180882.814584259,56.6718866913409,3191.75565072366
0.205580462454666,0.894431774090009,0.000144874197238973,13.2879326901412,180896.33526598,58.6008058172888,3086.92572982691
0.207571533883237,0.894497740095372,0.000149654708639686,13.4180134202648,180909.676706845,60.534496050881,2988.53857732268
0.209562605311808,0.894562830920364,0.000154444258637714,13.5481589507896,180922.841144918,62.4718423467412,2896.0702029681
0.21155367674038,0.894627057502061,0.000159240190580458,13.6783702727598,180935.830792192,64.411770103691,2809.04919242118
0.213544748168951,0.894690430647404,0.000164039945888726,13.808648376701,180948.647834339,66.3532443906985,2727.05049309849
0.215535819597523,0.894752961032167,0.000168841062075392,13.9389942527856,180961.294430507,68.2952691454377,2649.69003995199
0.217526891026094,0.894814659200126,0.000173641170709201,14.0694088909965,180973.772713144,70.2368863506584,2576.62009402909
0.219517962454666,0.8948755355624,0.000178437995335569,14.1998932812886,180986.08478787,72.1771751931614,2507.52518789372
0.221509033883237,0.894935600396975,0.000183229349364639,14.3304484137489,180998.232733378,74.1152512095293,2442.11858935326
0.223500105311809,0.894994863848374,0.000188013133935761,14.4610752787552,181010.218601372,76.0502654223203,2380.13920919527
0.22549117674038,0.895053335927481,0.000192787335766949,14.5917748671326,181022.044416523,77.9814034701846,2321.34889038942
0.227482248168951,0.895111026511496,0.000197550024996185,14.7225481703085,181033.712176468,79.9078847346858,2265.53002594857
0.229473319597523,0.895167945344017,0.000202299353021569,14.8533961804672,181045.223851824,81.8289614666524,2212.4834607073
0.231464391026094,0.895224102035197,0.000207033550366706,14.9843198907019,181056.581386215,83.7439179227388,2162.02663879729
0.233455462454666,0.895279506062232,0.000211750924449391,15.1153202951631,181067.78669638,85.6520694628709,2113.99196577346
0.235446533883237,0.895334166769492,0.000216449857579052,15.2463983892125,181078.84167219,87.552761740223,2068.22535432368
0.237437605311809,0.895388093369208,0.000221128804754995,15.3775551695683,181089.748176794,89.44536981062,2024.58493447128
0.23942867674038,0.895441294942006,0.000225786291595672,15.5087916344522,181100.508046723,91.3292972949386,1982.93990439757
0.241419748168951,0.895493780437576,0.000230420912270546,15.6401087837358,181111.123092027,93.2039755425572,1943.16950578284
0.243410819597523,0.895545558675402,0.000235031327458492,15.7715076190849,181121.595096421,95.0688628055404,1905.16210830141
0.245401891026094,0.895596638345563,0.000239616262336064,15.9029891441025,181131.925817452,96.9234434249056,1868.81439017165
0.247392962454666,0.895647028009597,0.000244174504596573,16.0345543644717,181142.116986664,98.7672270293502,1834.03060341904
0.249384033883237,0.895696736101414,0.000248704902502441,16.1662042880968,181152.170309795,100.599747747438,1800.72191398121
0.251375105311809,0.895745770928268,0.000253206362971657,16.2979399252434,181162.087466961,102.420563433586,1768.80580806837
0.25336617674038,0.895794140671761,0.00025767784969983,16.4297622886785,181171.87011287,104.229254908438,1738.20555727874
0.255357248168951,0.895841853388903,0.000262118381318561,16.5616723938088,181181.519877029,106.025425213945,1708.84973591409
0.257348319597523,0.8958889170132,0.000266527029591097,16.6936712588184,181191.038363969,107.80869888351,1680.67178474855
0.259339391026094,0.895935339355781,0.000270902917645715,16.8257599048063,181200.427153467,109.578721227405,1653.60961620849
0.261330462454666,0.895981128106545,0.000275245218247093,16.9579393559226,181209.687800784,111.335157633551,1627.60525652839
0.263321533883237,0.896026290835351,0.000279553152106448,17.0902106395046,181218.821836905,113.077692883975,1602.60452097167
0.265312605311809,0.896070834993215,0.000283825986230067,17.2225747862117,181227.830768774,114.806030486803,1578.55671866999
0.26730367674038,0.896114767913535,0.000288063032306463,17.3550328301604,181236.716079554,116.519892023873,1555.41438402999
0.269294748168951,0.896158096813338,0.000292263645132468,17.4875858090585,181245.479228865,118.219016514098,1533.13303200464
0.271285819597523,0.896200828794531,0.000296427221077299,17.6202347643389,181254.12165305,119.903159792187,1511.67093483771
0.273276891026094,0.896242970845174,0.000300553196585379,17.7529807412934,181262.644765425,121.572093903049,1490.98891814743
0.275267962454666,0.896284529840761,0.000304641046716788,17.8858247892055,181271.049956538,123.22560651141,1471.05017445991
0.277259033883237,0.896325512545509,0.000308690283725519,18.0187679614836,181279.338594434,124.863500326728,1451.82009250169
0.279250105311808,0.89636592561365,0.000312700455674791,18.1518113157938,181287.512024913,126.485592543091,1433.26610074702
0.28124117674038,0.896405775590736,0.000316671145089364,18.2849559141924,181295.571571794,128.091714294091,1415.35752387192
0.283232248168951,0.896445068914938,0.000320601967643896,18.4182028232584,181303.51853718,129.681710122267,1398.06545091241
0.285223319597523,0.896483811918353,0.000324492570887147,18.5515531142262,181311.354201719,131.255437463057,1381.362614046
0.287214391026094,0.896522010828306,0.000328342633001458,18.685007863118,181319.079824871,132.812766143009,1365.2232770277
0.289205462454666,0.896559671768656,0.000332151861596715,18.8185681508762,181326.696645169,134.35357789195,1349.62313241107
0.291196533883237,0.89659680076109,0.000335919992538355,18.9522350634966,181334.205880483,135.877765868923,1334.53920677067
0.293187605311808,0.896633403726427,0.000339646788808751,19.0860096921606,181341.608728281,137.385234201615,1319.94977322059
0.29517867674038,0.896669486485902,0.000343332039401403,19.2198931333688,181348.906365892,138.875897539075,1305.83427059304
0.297169748168951,0.896705054762455,0.000346975558247098,19.3538864890743,181356.099950765,140.349680617341,1292.17322870314
0.299160819597523,0.896740114182007,0.000350577183171576,19.4879908668162,181363.190620727,141.806517837829,1278.94819918034
0.301151891026094,0.89677467027473,0.000354136774884004,19.6222073798541,181370.179494239,143.246352858173,1266.14169139659
0.303142962454666,0.896808728476311,0.000357654215995346,19.756537147302,181377.067670655,144.669138195161,1253.73711306674
0.305134033883237,0.896842294129199,0.000361129410066419,19.8909812942642,181383.856230469,146.074834839681,1241.71871513352
0.307125105311808,0.896875372483852,0.000364562280684466,20.0255409519699,181390.546235573,147.463411883198,1230.0715405883
