kappa,Omega_real,Omega_imag,Q,q_real,q_imag,sigma_ratio,residual,mode_overlap,fixed_order
0.078,0.421136478320672,0.177371964033149,1.18715626964013,0.0885238124585156,0.84381594297858,5.62924373121515e-12,8.38790893870315e-12,0.99999696218468,-1
0.076,0.420602741084392,0.177461397730009,1.18505417647025,0.0882016283977923,0.846251386485485,5.62989133375609e-12,8.38828145558087e-12,0.99999695052137,-1
0.074,0.420072656400778,0.177552581390137,1.1829528275845,0.0878831773255707,0.848683295086885,5.63014124085629e-12,8.38812991807658e-12,0.999996938737341,-1
0.072,0.419546201874722,0.177645540410753,1.18085205208261,0.0875684242665229,0.851111715022678,5.63010485051752e-12,8.38763722279998e-12,0.999996926832301,-1
0.07,0.419023355756527,0.177740300128213,1.17875168280425,0.0872573349625622,0.853536691727412,5.63016372767375e-12,8.38699421489307e-12,0.999996914805847,-1
0.068,0.418504096952175,0.177836885812646,1.17665155639611,0.0869498758578797,0.855958269836495,5.62997912066116e-12,8.38631224099648e-12,0.999996902657458,-1
0.066,0.417988405033803,0.177935322662706,1.17455151337809,0.0866460140845184,0.858376493192302,5.62995893201356e-12,8.38574486732807e-12,0.999996890386505,-1
0.064,0.417476260250365,0.178035635800401,1.17245139820885,0.0863457174484515,0.860791404850159,5.62995484297301e-12,8.38546260219856e-12,0.999996877992245,-1
0.062,0.4169676435385,0.178137850265987,1.17035105935068,0.0860489544161414,0.8632030470842,5.63045524699007e-12,8.38563327041494e-12,0.999996865473819,-1
0.06,0.416462536533577,0.178241991012891,1.16825034933395,0.0857556941015515,0.8656114613931,5.63132280789988e-12,8.38656014364888e-12,0.999996852830258,-1
0.058,0.415960921580927,0.178348082902641,1.16614912482126,0.0854659062535868,0.868016688505665,5.63271711023304e-12,8.38799980698554e-12,0.999996840060479,-1
0.056,0.415462781747261,0.178456150699767,1.16404724667134,0.0851795612439383,0.870418768386295,5.63456263523932e-12,8.39053222888573e-12,0.999996827163287,-1
0.054,0.414968100832254,0.178566219066665,1.16194458000293,0.0848966300553073,0.8728177402403,5.63751799424982e-12,8.39429401117573e-12,0.999996814137373,-1
0.052,0.414476863380301,0.178678312558374,1.15984099425858,0.0846170842699891,0.875213642519065,5.64127693884575e-12,8.39969655404332e-12,0.999996800981314,-1
0.05,0.413989054692442,0.178792455617263,1.15773636326876,0.0843408960587905,0.877606512925074,5.6462540399418e-12,8.40643004662944e-12,0.999996787693574,-1
0.048,0.413504660838448,0.17890867256758,1.15563056531609,0.0840680381702619,0.879996388416777,5.65240052902972e-12,8.41531500850289e-12,0.999996774272506,-1
0.046,0.413023668669049,0.179026987609851,1.15352348320003,0.0837984839202224,0.882383305213298,5.65981386840315e-12,8.42602754440287e-12,0.999996760716345,-1
0.044,0.412546065828335,0.179147424815096,1.15141500430201,0.0835322071815584,0.884767298798993,5.66907377291861e-12,8.43951074051011e-12,0.999996747023214,-1
0.042,0.41207184076627,0.179270008118836,1.14930502065107,0.0832691823742736,0.887148403927835,5.68004869412101e-12,8.45518426859581e-12,0.999996733191124,-1
0.04,0.411600982751372,0.17939476131486,1.14719342899027,0.0830093844557738,0.889526654627643,5.69292538563411e-12,8.47417656916726e-12,0.999996719217969,-1
0.038,0.411133481883504,0.179521708048741,1.14508013084379,0.0827527889113659,0.891902084204142,5.70807076064704e-12,8.49649404699335e-12,0.999996705101531,-1
0.036,0.41066932910679,0.179650871811043,1.14296503258479,0.0824993717449531,0.894274725244854,5.72569061735417e-12,8.52232690521883e-12,0.999996690839476,-1
0.034,0.410208516222654,0.179782275930228,1.14084804550437,0.0822491094699085,0.896644609622817,5.7456678136111e-12,8.55185554018173e-12,0.999996676429357,-1
0.032,0.409751035902956,0.179915943565204,1.13872908588131,0.0820019791001087,0.899011768500139,5.76868400778325e-12,8.58562831017157e-12,0.999996661868611,-1
0.03,0.409296881703229,0.180051897697511,1.13660807505304,0.0817579581411107,0.901376232331368,5.7945262799667e-12,8.62398384893174e-12,0.99999664715456,-1
0.028,0.408846048076002,0.180190161123099,1.13448493948761,0.0815170245814556,0.903738030866698,5.8237110811726e-12,8.66702384533404e-12,0.999996632284415,-1
0.026,0.4083985303842,0.180330756443679,1.13235961085693,0.08127915688408,0.906097193154996,5.85630480992431e-12,8.71558128616839e-12,0.999996617255269,-1
0.024,0.407954324914604,0.180473706057623,1.13023202611119,0.0810443339778216,0.90845374754665,5.89266617368927e-12,8.76929189579357e-12,0.999996602064101,-1
0.022,0.407513428891369,0.180619032150375,1.12810212755456,0.0808125352490004,0.910807721696247,5.93274222677939e-12,8.82875950098107e-12,0.999996586707777,-1
0.02,0.407075840489577,0.180766756684351,1.1259698629223,0.0805837405330617,0.913159142565075,5.97714749764546e-12,8.8943618536901e-12,0.999996571183049,-1
0.018,0.406641558848813,0.180916901388302,1.12383518545909,0.0803579301062617,0.915508036423447,6.02578728383749e-12,8.96661694667856e-12,0.999996555486554,-1
0.016,0.40621058408675,0.18106948774611,1.12169805399883,0.0801350846773849,0.91785442885285,6.07888862681403e-12,9.0453510837262e-12,0.999996539614815,-1
0.014,0.405782917312729,0.181224536984981,1.11955843304585,0.0799151853794721,0.920198344747928,6.13671701910571e-12,9.13132460555617e-12,0.999996523564241,-1
0.012,0.4053585606413,0.181382070063031,1.11741629285749,0.0796982137615491,0.922539808318289,6.19963567380307e-12,9.22487905862024e-12,0.99999650733113,-1
0.01,0.404937517205731,0.181542107656206,1.11527160952813,0.0794841517803376,0.92487884309014,6.26775569917844e-12,9.32595546694426e-12,0.999996490911667,-1
0.008,0.404519791171442,0.181704670144538,1.11312436507456,0.0792729817919348,0.927215471907762,6.3411426694433e-12,9.43506862558356e-12,0.999996474301926,-1
0.006,0.404105387749345,0.181869777597683,1.11097454752288,0.0790646865434446,0.929549716934816,6.42003743910819e-12,9.5521844916176e-12,0.999996457497868,-1
0.004,0.403694313209079,0.182037449759743,1.10882215099663,0.0788592491645498,0.931881599655491,6.50475538193347e-12,9.67808087796465e-12,0.999996440495346,-1
0.002,0.403286574892102,0.182207706033318,1.10666717580638,0.0786566531590069,0.934211140875497,6.5952541057642e-12,9.81269365790496e-12,0.999996423290101,-1
0,0.402882181224611,0.182380565462787,1.10450962854048,0.0784568823960497,0.936538360722898,6.69182806304936e-12,9.95606282603774e-12,0.999996405877769,-1
